file,z_count,subpaths,elong_ratio,angle_std,med_area,bbox_fill,path_tokens,mode
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.320000,45.688398,0.192717,0.076824,1787,other_compiled
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.840000,22.786547,0.050902,0.233215,1883,diagonal_stripes_clean
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",39,39,0.512821,43.223427,46.500598,0.137042,4514,diagonal_stripes_noisy
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",77,77,0.493506,38.307091,90.761121,0.120862,9798,diagonal_stripes_noisy
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.480000,35.101103,0.257080,0.526860,1925,diagonal_stripes_noisy
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.440000,38.438716,0.278114,0.546929,1883,diagonal_stripes_noisy
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.480000,35.075527,0.257057,0.524835,1919,diagonal_stripes_noisy
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.560000,28.981736,0.281368,0.556837,1949,diagonal_stripes_clean
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.560000,33.801253,0.282137,0.472963,1937,diagonal_stripes_noisy
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.560000,33.796433,0.281785,0.477283,1919,diagonal_stripes_noisy
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.560000,28.992237,0.281463,0.552604,1961,diagonal_stripes_clean
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.480000,34.853868,0.255705,0.526715,1925,diagonal_stripes_noisy
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.440000,38.432795,0.276705,0.544498,1877,diagonal_stripes_noisy
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.480000,34.986534,0.256210,0.525146,1931,diagonal_stripes_noisy
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.600000,28.979897,0.280995,0.556822,1949,diagonal_stripes_clean
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.560000,33.801836,0.281562,0.570668,1931,diagonal_stripes_noisy
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.560000,33.798114,0.282038,0.475444,1925,diagonal_stripes_noisy
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.600000,28.975647,0.281131,0.552573,1961,diagonal_stripes_clean
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.560000,28.630069,0.330010,0.063875,1967,diagonal_stripes_clean
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.560000,28.764510,0.329561,0.064299,1955,diagonal_stripes_clean
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.440000,39.193174,0.148366,0.179741,1721,diagonal_stripes_noisy
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.600000,22.846556,0.368911,0.041683,2027,diagonal_stripes_clean
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.480000,39.907388,0.258838,0.076174,1901,diagonal_stripes_noisy
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.440000,41.928763,0.268241,0.076511,1889,diagonal_stripes_noisy
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.560000,30.928199,0.314835,0.047902,1931,diagonal_stripes_noisy
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.360000,37.008412,0.131445,0.454487,1757,other_compiled
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.760000,25.137531,0.067089,0.223724,1859,diagonal_stripes_clean
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.880000,17.616154,0.044615,0.215422,1931,diagonal_stripes_clean
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.320000,46.470162,0.162545,0.076596,1781,other_compiled
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.760000,26.927337,0.080043,0.259823,1847,diagonal_stripes_clean
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.880000,19.274917,0.037317,0.208907,2015,diagonal_stripes_clean
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,1.000000,21.551377,0.035941,0.230751,1925,diagonal_stripes_clean
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.680000,32.082182,0.101850,0.158679,1787,diagonal_stripes_noisy
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.440000,34.114910,0.137957,0.321308,1715,diagonal_stripes_noisy
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.480000,41.167539,0.275239,0.086597,1895,diagonal_stripes_noisy
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.560000,35.123039,0.316709,0.074452,1883,diagonal_stripes_noisy
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.560000,26.805640,0.349373,0.057401,2039,diagonal_stripes_clean
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.560000,26.832944,0.349252,0.057031,2045,diagonal_stripes_clean
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.320000,40.067355,0.134742,0.301281,1787,other_compiled
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.560000,31.425459,0.306981,0.050411,1937,diagonal_stripes_noisy
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.560000,31.392156,0.306652,0.050426,1955,diagonal_stripes_noisy
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.560000,31.210388,0.310837,0.066893,1889,diagonal_stripes_noisy
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.560000,31.175155,0.309747,0.066441,1907,diagonal_stripes_noisy
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.560000,32.917400,0.304439,0.518269,1901,diagonal_stripes_noisy
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.560000,32.897777,0.304298,0.518264,1901,diagonal_stripes_noisy
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.560000,32.901013,0.304675,0.518367,1901,diagonal_stripes_noisy
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.560000,32.891698,0.304298,0.517955,1895,diagonal_stripes_noisy
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.560000,32.895962,0.304432,0.517948,1895,diagonal_stripes_noisy
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.560000,32.895920,0.304298,0.518109,1895,diagonal_stripes_noisy
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.560000,32.906979,0.304298,0.518250,1895,diagonal_stripes_noisy
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.560000,32.907320,0.304961,0.517998,1895,diagonal_stripes_noisy
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.560000,32.913834,0.305202,0.518003,1895,diagonal_stripes_noisy
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.560000,32.921020,0.304505,0.517941,1895,diagonal_stripes_noisy
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.440000,35.081912,0.139210,0.103578,1715,diagonal_stripes_noisy
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.440000,45.013142,0.234172,0.068483,1853,diagonal_stripes_noisy
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.360000,47.046023,0.222769,0.072079,1823,other_compiled
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.360000,44.138294,0.228812,0.070149,1829,other_compiled
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.840000,19.306199,0.060271,0.206487,1853,diagonal_stripes_clean
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.880000,17.100673,0.057173,0.220257,1877,diagonal_stripes_clean
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.480000,36.118418,0.277930,0.060789,1871,diagonal_stripes_noisy
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.480000,36.133236,0.277659,0.060806,1859,diagonal_stripes_noisy
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.920000,15.189996,0.046529,0.257391,1949,diagonal_stripes_clean
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.360000,44.406451,0.224176,0.449583,1841,other_compiled
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.320000,45.111037,0.224436,0.450889,1829,other_compiled
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.360000,44.445738,0.224205,0.450623,1823,other_compiled
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.360000,44.419906,0.224181,0.448184,1841,other_compiled
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.320000,45.104876,0.224314,0.449062,1835,other_compiled
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.760000,22.218853,0.408291,0.470926,2033,diagonal_stripes_clean
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.760000,22.240730,0.408522,0.504927,2027,diagonal_stripes_clean
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.560000,30.432892,0.271430,0.532268,1889,diagonal_stripes_noisy
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.600000,30.409663,0.272110,0.531678,1901,diagonal_stripes_noisy
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.560000,28.368199,0.303877,0.534255,1919,diagonal_stripes_clean
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.560000,28.378135,0.303901,0.532071,1925,diagonal_stripes_clean
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.560000,30.404776,0.269558,0.532829,1877,diagonal_stripes_noisy
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.600000,30.442111,0.271550,0.531774,1901,diagonal_stripes_noisy
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.560000,28.372023,0.304265,0.533963,1919,diagonal_stripes_clean
"/Users/xiaoxiaobo/random2000/EAEU9Q-m2EI_黄黑色研发工程师求职现代互联网介绍中文演示文稿/幻灯片10.SVG",25,25,0.560000,28.376502,0.304459,0.532093,1919,diagonal_stripes_clean
"/Users/xiaoxiaobo/random2000/EAE5t9cfwfA_褐白色复古校园交流中文演示文稿/幻灯片2.SVG",42,42,0.142857,65.324470,11.202955,0.005532,1316,other_compiled
"/Users/xiaoxiaobo/random2000/EAE5t9cfwfA_褐白色复古校园交流中文演示文稿/幻灯片3.SVG",42,42,0.142857,65.302796,9.670582,0.005532,1316,other_compiled
"/Users/xiaoxiaobo/random2000/EAE5t9cfwfA_褐白色复古校园交流中文演示文稿/幻灯片3.SVG",89,89,0.561798,36.357744,11.139602,0.003743,1270,diagonal_stripes_noisy
"/Users/xiaoxiaobo/random2000/EAE5t9cfwfA_褐白色复古校园交流中文演示文稿/幻灯片1.SVG",42,42,0.142857,65.318170,11.203516,0.005532,1316,other_compiled
"/Users/xiaoxiaobo/random2000/EAE5t9cfwfA_褐白色复古校园交流中文演示文稿/幻灯片1.SVG",42,42,0.142857,65.324470,11.202955,0.005532,1316,other_compiled
"/Users/xiaoxiaobo/random2000/EAE5t9cfwfA_褐白色复古校园交流中文演示文稿/幻灯片1.SVG",89,89,0.561798,36.357989,19.151628,0.003743,1270,diagonal_stripes_noisy
"/Users/xiaoxiaobo/random2000/EAE5t9cfwfA_褐白色复古校园交流中文演示文稿/幻灯片4.SVG",42,42,0.142857,65.288115,14.600544,0.005532,1316,other_compiled
"/Users/xiaoxiaobo/random2000/EAE5t9cfwfA_褐白色复古校园交流中文演示文稿/幻灯片4.SVG",42,42,0.142857,65.288115,14.600544,0.005532,1316,other_compiled
"/Users/xiaoxiaobo/random2000/EAE5t9cfwfA_褐白色复古校园交流中文演示文稿/幻灯片5.SVG",89,89,0.561798,36.357881,10.686081,0.003743,1270,diagonal_stripes_noisy
"/Users/xiaoxiaobo/random2000/EAE5t9cfwfA_褐白色复古校园交流中文演示文稿/幻灯片7.SVG",42,42,0.142857,65.288115,14.600544,0.005532,1316,other_compiled
"/Users/xiaoxiaobo/random2000/EAE5t9cfwfA_褐白色复古校园交流中文演示文稿/幻灯片7.SVG",89,89,0.561798,36.357237,21.829894,0.003743,1270,diagonal_stripes_noisy
"/Users/xiaoxiaobo/random2000/EAE5t9cfwfA_褐白色复古校园交流中文演示文稿/幻灯片6.SVG",42,42,0.142857,65.302796,9.670582,0.005532,1316,other_compiled
"/Users/xiaoxiaobo/random2000/EAE5t9cfwfA_褐白色复古校园交流中文演示文稿/幻灯片6.SVG",89,89,0.561798,36.357419,13.029168,0.003743,1270,diagonal_stripes_noisy
"/Users/xiaoxiaobo/random2000/EAF-7-mtZSg_毕业论文答辩ppt演示文稿/幻灯片2.SVG",343,343,0.530612,49.125936,0.000000,0.715629,11127,diagonal_stripes_noisy
"/Users/xiaoxiaobo/random2000/EAF-7-mtZSg_毕业论文答辩ppt演示文稿/幻灯片2.SVG",49,49,0.551020,54.385709,0.000000,0.748361,1657,diagonal_stripes_noisy
"/Users/xiaoxiaobo/random2000/EAEjzbz3T9A_白绿色医疗销售工作汇报创意医疗健康中文演示文稿/幻灯片9.SVG",37,38,0.605263,63.289115,450.601281,0.334150,3397,hatching_multi_dir
"/Users/xiaoxiaobo/random2000/EAEjzbz3T9A_白绿色医疗销售工作汇报创意医疗健康中文演示文稿/幻灯片12.SVG",37,38,0.868421,20.354432,759.347160,0.218604,1869,diagonal_stripes_clean
"/Users/xiaoxiaobo/random2000/EAEjzbz3T9A_白绿色医疗销售工作汇报创意医疗健康中文演示文稿/幻灯片3.SVG",37,38,0.868421,20.354410,759.347160,0.218604,1869,diagonal_stripes_clean
"/Users/xiaoxiaobo/random2000/EAEjzbz3T9A_白绿色医疗销售工作汇报创意医疗健康中文演示文稿/幻灯片6.SVG",42,43,0.372093,46.676265,540.771412,1.149006,3342,other_compiled
"/Users/xiaoxiaobo/random2000/EAE5V7RJ8Mw_橙蓝色心理健康可爱校园交流中文演示文稿/幻灯片8.SVG",1280,1280,0.140625,69.332885,0.179563,0.214666,41614,dots_or_speckles
"/Users/xiaoxiaobo/random2000/EAE5V7RJ8Mw_橙蓝色心理健康可爱校园交流中文演示文稿/幻灯片8.SVG",1280,1280,0.139063,69.874790,0.102953,0.214667,41614,dots_or_speckles
"/Users/xiaoxiaobo/random2000/EAE5V7RJ8Mw_橙蓝色心理健康可爱校园交流中文演示文稿/幻灯片9.SVG",1280,1280,0.139063,69.567866,0.180455,0.214668,41614,dots_or_speckles
"/Users/xiaoxiaobo/random2000/EAE5V7RJ8Mw_橙蓝色心理健康可爱校园交流中文演示文稿/幻灯片12.SVG",1280,1280,0.140625,69.275019,0.246467,0.214665,41614,dots_or_speckles
"/Users/xiaoxiaobo/random2000/EAE5V7RJ8Mw_橙蓝色心理健康可爱校园交流中文演示文稿/幻灯片12.SVG",1280,1280,0.138281,69.015446,0.062925,0.214642,41614,dots_or_speckles
"/Users/xiaoxiaobo/random2000/EAE5V7RJ8Mw_橙蓝色心理健康可爱校园交流中文演示文稿/幻灯片2.SVG",1280,1280,0.140625,69.287588,0.079280,0.214664,41614,dots_or_speckles
"/Users/xiaoxiaobo/random2000/EAE5V7RJ8Mw_橙蓝色心理健康可爱校园交流中文演示文稿/幻灯片2.SVG",1280,1280,0.140625,69.282145,0.280636,0.214665,41614,dots_or_speckles
"/Users/xiaoxiaobo/random2000/EAE5V7RJ8Mw_橙蓝色心理健康可爱校园交流中文演示文稿/幻灯片3.SVG",1280,1280,0.139063,69.567866,0.180455,0.214668,41614,dots_or_speckles
"/Users/xiaoxiaobo/random2000/EAE5V7RJ8Mw_橙蓝色心理健康可爱校园交流中文演示文稿/幻灯片11.SVG",1280,1280,0.139063,69.567866,0.180455,0.214668,41614,dots_or_speckles
"/Users/xiaoxiaobo/random2000/EAE5V7RJ8Mw_橙蓝色心理健康可爱校园交流中文演示文稿/幻灯片1.SVG",1280,1280,0.140625,69.291267,0.079278,0.214663,41614,dots_or_speckles
"/Users/xiaoxiaobo/random2000/EAE5V7RJ8Mw_橙蓝色心理健康可爱校园交流中文演示文稿/幻灯片10.SVG",1280,1280,0.140625,69.291221,0.104930,0.214664,41614,dots_or_speckles
"/Users/xiaoxiaobo/random2000/EAE5V7RJ8Mw_橙蓝色心理健康可爱校园交流中文演示文稿/幻灯片4.SVG",1280,1280,0.140625,69.239268,0.112958,0.214665,41614,dots_or_speckles
"/Users/xiaoxiaobo/random2000/EAE5V7RJ8Mw_橙蓝色心理健康可爱校园交流中文演示文稿/幻灯片15.SVG",1280,1280,0.140625,69.291267,0.079278,0.214663,41614,dots_or_speckles
"/Users/xiaoxiaobo/random2000/EAE5V7RJ8Mw_橙蓝色心理健康可爱校园交流中文演示文稿/幻灯片6.SVG",1280,1280,0.139063,69.567866,0.180455,0.214668,41614,dots_or_speckles
"/Users/xiaoxiaobo/random2000/EADcCYN8Jf8_黄黑大桥艺术设计教学课件演示文稿/幻灯片5.SVG",21,21,0.238095,63.526065,29437.589419,1.510355,1485,other_compiled
"/Users/xiaoxiaobo/random2000/EAEjBndXGFU_蓝白色商务金融分享中文演示文稿/幻灯片18.SVG",23,24,0.833333,54.372508,141.796290,0.814410,2823,diagonal_stripes_noisy
"/Users/xiaoxiaobo/random2000/EAEjBndXGFU_蓝白色商务金融分享中文演示文稿/幻灯片18.SVG",37,38,0.552632,40.048341,61.787681,1.744602,1041,diagonal_stripes_noisy
"/Users/xiaoxiaobo/random2000/EAEjBndXGFU_蓝白色商务金融分享中文演示文稿/幻灯片18.SVG",26,27,0.777778,27.381324,57.553396,1.367168,1065,diagonal_stripes_clean
"/Users/xiaoxiaobo/random2000/EAEjBndXGFU_蓝白色商务金融分享中文演示文稿/幻灯片8.SVG",37,38,0.605263,63.289897,392.232812,0.334149,3397,hatching_multi_dir
"/Users/xiaoxiaobo/random2000/EAEjBndXGFU_蓝白色商务金融分享中文演示文稿/幻灯片16.SVG",39,40,0.475000,39.184719,942.567573,0.334119,2573,diagonal_stripes_noisy
"/Users/xiaoxiaobo/random2000/EAEjBndXGFU_蓝白色商务金融分享中文演示文稿/幻灯片16.SVG",48,49,0.591837,32.579116,813.223736,0.681291,6801,diagonal_stripes_noisy
"/Users/xiaoxiaobo/random2000/EAEjBndXGFU_蓝白色商务金融分享中文演示文稿/幻灯片16.SVG",25,26,0.653846,51.837343,639.916812,0.087968,2448,diagonal_stripes_noisy
"/Users/xiaoxiaobo/random2000/EAE5itj8rxM_紫红色心理健康主题班会创意校园交流中文演示文稿/幻灯片8.SVG",90,90,0.888889,29.628253,0.519042,0.015653,4639,diagonal_stripes_clean
"/Users/xiaoxiaobo/random2000/EAE5itj8rxM_紫红色心理健康主题班会创意校园交流中文演示文稿/幻灯片8.SVG",91,91,0.868132,46.899479,0.537328,0.023565,4381,diagonal_stripes_noisy
"/Users/xiaoxiaobo/random2000/EAE5itj8rxM_紫红色心理健康主题班会创意校园交流中文演示文稿/幻灯片8.SVG",91,91,0.791209,73.535263,0.268569,0.014080,4320,hatching_multi_dir
"/Users/xiaoxiaobo/random2000/EAE5itj8rxM_紫红色心理健康主题班会创意校园交流中文演示文稿/幻灯片8.SVG",89,89,0.932584,38.374540,0.554924,0.021800,4367,diagonal_stripes_noisy
"/Users/xiaoxiaobo/random2000/EAE5itj8rxM_紫红色心理健康主题班会创意校园交流中文演示文稿/幻灯片9.SVG",90,90,0.888889,29.622026,0.327864,0.015653,4639,diagonal_stripes_clean
"/Users/xiaoxiaobo/random2000/EAE5itj8rxM_紫红色心理健康主题班会创意校园交流中文演示文稿/幻灯片9.SVG",91,91,0.868132,46.901959,0.339528,0.023564,4381,diagonal_stripes_noisy
"/Users/xiaoxiaobo/random2000/EAE5itj8rxM_紫红色心理健康主题班会创意校园交流中文演示文稿/幻灯片9.SVG",91,91,0.791209,73.502245,0.169726,0.014080,4320,hatching_multi_dir
"/Users/xiaoxiaobo/random2000/EAE5itj8rxM_紫红色心理健康主题班会创意校园交流中文演示文稿/幻灯片9.SVG",89,89,0.932584,38.377342,0.351109,0.021799,4367,diagonal_stripes_noisy
"/Users/xiaoxiaobo/random2000/EAE5itj8rxM_紫红色心理健康主题班会创意校园交流中文演示文稿/幻灯片9.SVG",90,90,0.888889,29.623393,0.327864,0.015653,4639,diagonal_stripes_clean
"/Users/xiaoxiaobo/random2000/EAE5itj8rxM_紫红色心理健康主题班会创意校园交流中文演示文稿/幻灯片9.SVG",91,91,0.868132,46.906196,0.339528,0.023564,4381,diagonal_stripes_noisy
"/Users/xiaoxiaobo/random2000/EAE5itj8rxM_紫红色心理健康主题班会创意校园交流中文演示文稿/幻灯片9.SVG",91,91,0.791209,73.497121,0.169726,0.014080,4320,hatching_multi_dir
"/Users/xiaoxiaobo/random2000/EAE5itj8rxM_紫红色心理健康主题班会创意校园交流中文演示文稿/幻灯片9.SVG",89,89,0.932584,38.379796,0.351109,0.021799,4367,diagonal_stripes_noisy
